Stanje na računu,Trajanje računa,Istorija kredita,Svrha uzimanja,Iznos kredita,Račun za štednju,Zaposlenost,Kamata – u procentima od tekućih prihoda,Pol i bračni staus,Žirant Ko-aplikant,Prebivalište (u godinama),Imovina,Godine starosti,Plaćanje u ratama,Stan/Kuća,Postojeći kredit u ovoj banci,Vrsta posla,Izdržavani: broj lica koji zavise od prihoda aplikanta,Telefon,Radnik stranac,Odobren kredit
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,1098,<100 DM,nezaposlen,4,"žensko, udata/razvedena",nema,4,automobil ili drugo,65,nema,poseduje,2,nezposlen/nema zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,24,drugi krediti plaćani na vreme,nameštaj,4057,<100 DM,4<= <7 godina,3,"muško, razveden",nema,3,automobil ili drugo,43,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
<0 DM,12,drugi krediti plaćani na vreme,obrazovanje,795,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,53,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,24,kritičan račun,biznis,2825,nema račun za štednju,4<= <7 godina,4,"muško, neoženjen",nema,3,nema,34,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
0 <= <200 DM,48,drugi krediti plaćani na vreme,biznis,15672,<100 DM,1<= < 4 godina,2,"muško, neoženjen",nema,2,automobil ili drugo,23,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,36,kritičan račun,automobil (nov),6614,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,34,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,28,svi krediti u ovoj banci vraćeni na vreme,automobil (polovan),7824,nema račun za štednju,<=1 godina,3,"muško, neoženjen",žirant,4,poseduje nekretninu,40,banka,stanarina,2,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
<0 DM,27,kritičan račun,biznis,2442,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,43,radnja,poseduje,4,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Da
nema računa u ovoj banci,15,kritičan račun,muzička tehnika/televizija,1829,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,46,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,12,kritičan račun,automobil (nov),2171,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,38,banka,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,ne,Da
0 <= <200 DM,36,kritičan račun,automobil (polovan),5800,<100 DM,1<= < 4 godina,3,"muško, neoženjen",nema,4,automobil ili drugo,34,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,1169,nema račun za štednju,1<= < 4 godina,4,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,29,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,36,kašnjenje sa uplatama,automobil (polovan),8947,nema račun za štednju,4<= <7 godina,3,"muško, neoženjen",nema,2,automobil ili drugo,31,radnja,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Da
<0 DM,21,drugi krediti plaćani na vreme,muzička tehnika/televizija,2606,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,28,nema,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,12,kritičan račun,nameštaj,1592,>= 1000 DM,4<= <7 godina,3,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,35,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,ne,Da
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,nameštaj,2186,nema račun za štednju,4<= <7 godina,1,"žensko, udata/razvedena",nema,4,poseduje nekretninu,33,banka,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
<0 DM,18,drugi krediti plaćani na vreme,nameštaj,4153,<100 DM,1<= < 4 godina,2,"muško, neoženjen",ko-aplikant,3,automobil ili drugo,42,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
<0 DM,16,kritičan račun,automobil (nov),2625,<100 DM,>=7 godina,2,"muško, neoženjen",žirant,4,ulaganje u nekretnine/životno osiguranje,43,banka,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,20,kritičan račun,automobil (nov),3485,nema račun za štednju,<=1 godina,2,"muško, razveden",nema,4,poseduje nekretninu,44,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,36,kritičan račun,automobil (polovan),10477,nema račun za štednju,>=7 godina,2,"muško, neoženjen",nema,4,nema,42,nema,živi besplatno,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,muzička tehnika/televizija,1386,nema račun za štednju,1<= < 4 godina,4,"muško, oženjen/udovac",nema,2,poseduje nekretninu,40,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,1278,<100 DM,>=7 godina,4,"muško, neoženjen",nema,1,poseduje nekretninu,36,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1107,<100 DM,1<= < 4 godina,2,"muško, neoženjen",nema,2,poseduje nekretninu,20,nema,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Da
<0 DM,21,drugi krediti plaćani na vreme,automobil (nov),3763,nema račun za štednju,4<= <7 godina,2,"muško, neoženjen",ko-aplikant,2,poseduje nekretninu,24,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,ne,Da
0 <= <200 DM,36,drugi krediti plaćani na vreme,obrazovanje,3711,nema račun za štednju,1<= < 4 godina,2,"muško, oženjen/udovac",nema,2,automobil ili drugo,27,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,15,kašnjenje sa uplatama,automobil (polovan),3594,<100 DM,<=1 godina,1,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,46,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,9,drugi krediti plaćani na vreme,automobil (nov),3195,nema račun za štednju,1<= < 4 godina,1,"žensko, udata/razvedena",nema,2,poseduje nekretninu,33,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,36,kašnjenje sa uplatama,muzička tehnika/televizija,4454,<100 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,4,poseduje nekretninu,34,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,24,kritičan račun,nameštaj,4736,<100 DM,<=1 godina,2,"žensko, udata/razvedena",nema,4,automobil ili drugo,25,banka,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
0 <= <200 DM,30,drugi krediti plaćani na vreme,muzička tehnika/televizija,2991,nema račun za štednju,>=7 godina,2,"žensko, udata/razvedena",nema,4,automobil ili drugo,25,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,11,drugi krediti plaćani na vreme,biznis,2142,>= 1000 DM,>=7 godina,1,"muško, razveden",nema,2,poseduje nekretninu,28,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,24,svi krediti u ovoj banci vraćeni na vreme,biznis,3161,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,31,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
0 <= <200 DM,48,nema uzetih kredita,ostalo,18424,<100 DM,1<= < 4 godina,1,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,32,banka,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,ne,Ne
nema računa u ovoj banci,10,drugi krediti plaćani na vreme,automobil (polovan),2848,100 <= <500 DM,1<= < 4 godina,1,"muško, neoženjen",ko-aplikant,2,poseduje nekretninu,32,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,nema,da,Da
<0 DM,6,drugi krediti plaćani na vreme,automobil (nov),14896,<100 DM,>=7 godina,1,"muško, neoženjen",nema,4,nema,68,banka,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
<0 DM,24,drugi krediti plaćani na vreme,nameštaj,2359,100 <= <500 DM,nezaposlen,1,"muško, razveden",nema,1,ulaganje u nekretnine/životno osiguranje,33,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
<0 DM,24,drugi krediti plaćani na vreme,nameštaj,3345,<100 DM,>=7 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,39,nema,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,18,kritičan račun,nameštaj,1817,<100 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,2,nema,28,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,48,kašnjenje sa uplatama,muzička tehnika/televizija,12749,500 <= < 1000 DM,4<= <7 godina,4,"muško, neoženjen",nema,1,automobil ili drugo,37,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,9,drugi krediti plaćani na vreme,muzička tehnika/televizija,1366,<100 DM,<=1 godina,3,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,22,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,12,drugi krediti plaćani na vreme,automobil (nov),2002,<100 DM,4<= <7 godina,3,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,30,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
<0 DM,24,svi krediti u ovoj banci vraćeni na vreme,nameštaj,6872,<100 DM,<=1 godina,2,"muško, razveden",nema,1,ulaganje u nekretnine/životno osiguranje,55,banka,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
<0 DM,12,svi krediti u ovoj banci vraćeni na vreme,automobil (nov),697,<100 DM,<=1 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,46,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
<0 DM,18,kritičan račun,nameštaj,1049,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,21,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,48,drugi krediti plaćani na vreme,automobil (polovan),10297,<100 DM,4<= <7 godina,4,"muško, neoženjen",nema,4,nema,39,radnja,živi besplatno,3,zaposlen i ima zvanično obrazovanje,2,ima,da,Ne
nema računa u ovoj banci,30,drugi krediti plaćani na vreme,muzička tehnika/televizija,1867,nema račun za štednju,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,58,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,12,kašnjenje sa uplatama,automobil (nov),1344,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,poseduje nekretninu,43,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
<0 DM,24,drugi krediti plaćani na vreme,nameštaj,1747,<100 DM,<=1 godina,4,"muško, neoženjen",ko-aplikant,1,ulaganje u nekretnine/životno osiguranje,24,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,ne,Da
0 <= <200 DM,9,drugi krediti plaćani na vreme,muzička tehnika/televizija,1670,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,2,automobil ili drugo,22,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,9,kritičan račun,automobil (nov),1224,<100 DM,1<= < 4 godina,3,"muško, neoženjen",nema,1,poseduje nekretninu,30,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,12,kritičan račun,muzička tehnika/televizija,522,500 <= < 1000 DM,>=7 godina,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,42,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1498,<100 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,1,automobil ili drugo,23,banka,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,30,kašnjenje sa uplatama,muzička tehnika/televizija,1919,100 <= <500 DM,<=1 godina,4,"muško, neoženjen",nema,3,nema,30,radnja,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,nema,da,Ne
>= 200 DM ,9,drugi krediti plaćani na vreme,muzička tehnika/televizija,745,<100 DM,1<= < 4 godina,3,"žensko, udata/razvedena",nema,2,poseduje nekretninu,28,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
0 <= <200 DM,6,drugi krediti plaćani na vreme,muzička tehnika/televizija,2063,<100 DM,<=1 godina,4,"muško, oženjen/udovac",nema,3,automobil ili drugo,30,nema,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
0 <= <200 DM,60,drugi krediti plaćani na vreme,obrazovanje,6288,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,4,nema,42,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,24,kritičan račun,automobil (polovan),6842,nema račun za štednju,1<= < 4 godina,2,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,46,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Da
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,automobil (nov),3527,nema račun za štednju,<=1 godina,2,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,45,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Da
nema računa u ovoj banci,10,drugi krediti plaćani na vreme,automobil (nov),1546,<100 DM,1<= < 4 godina,3,"muško, neoženjen",nema,2,poseduje nekretninu,31,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,ne,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,nameštaj,929,nema račun za štednju,4<= <7 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,31,radnja,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,4,kritičan račun,automobil (nov),1455,<100 DM,4<= <7 godina,2,"muško, neoženjen",nema,1,poseduje nekretninu,42,nema,poseduje,3,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
<0 DM,15,drugi krediti plaćani na vreme,nameštaj,1845,<100 DM,<=1 godina,4,"žensko, udata/razvedena",žirant,1,ulaganje u nekretnine/životno osiguranje,46,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,48,nema uzetih kredita,automobil (nov),8358,500 <= < 1000 DM,<=1 godina,1,"žensko, udata/razvedena",nema,1,automobil ili drugo,30,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,24,svi krediti u ovoj banci vraćeni na vreme,nameštaj,3349,500 <= < 1000 DM,<=1 godina,4,"muško, neoženjen",nema,4,nema,30,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Ne
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,automobil (nov),2859,nema račun za štednju,nezaposlen,4,"muško, neoženjen",nema,4,nema,38,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,18,drugi krediti plaćani na vreme,nameštaj,1533,<100 DM,<=1 godina,4,"muško, oženjen/udovac",ko-aplikant,1,ulaganje u nekretnine/životno osiguranje,43,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Ne
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,3621,100 <= <500 DM,>=7 godina,2,"muško, neoženjen",nema,4,automobil ili drugo,31,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,18,kritičan račun,biznis,3590,<100 DM,nezaposlen,3,"muško, oženjen/udovac",nema,3,automobil ili drugo,40,nema,poseduje,3,nezposlen/nema zvanično obrazovanje,2,ima,da,Da
<0 DM,36,kašnjenje sa uplatama,biznis,2145,<100 DM,4<= <7 godina,2,"muško, neoženjen",nema,1,automobil ili drugo,24,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
0 <= <200 DM,24,drugi krediti plaćani na vreme,automobil (polovan),4113,500 <= < 1000 DM,<=1 godina,3,"žensko, udata/razvedena",nema,4,automobil ili drugo,28,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,36,drugi krediti plaćani na vreme,nameštaj,10974,<100 DM,nezaposlen,4,"žensko, udata/razvedena",nema,2,automobil ili drugo,26,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
<0 DM,12,drugi krediti plaćani na vreme,automobil (nov),1893,<100 DM,1<= < 4 godina,4,"žensko, udata/razvedena",žirant,4,ulaganje u nekretnine/životno osiguranje,29,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,24,kritičan račun,muzička tehnika/televizija,1231,>= 1000 DM,>=7 godina,4,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,57,nema,stanarina,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
>= 200 DM ,30,kritičan račun,muzička tehnika/televizija,3656,nema račun za štednju,>=7 godina,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,49,radnja,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,9,kritičan račun,muzička tehnika/televizija,1154,<100 DM,>=7 godina,2,"muško, neoženjen",nema,4,poseduje nekretninu,37,nema,poseduje,3,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
<0 DM,28,drugi krediti plaćani na vreme,automobil (nov),4006,<100 DM,1<= < 4 godina,3,"muško, neoženjen",nema,2,automobil ili drugo,45,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
0 <= <200 DM,24,drugi krediti plaćani na vreme,nameštaj,3069,100 <= <500 DM,>=7 godina,4,"muško, neoženjen",nema,4,nema,30,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,6,kritičan račun,muzička tehnika/televizija,1740,<100 DM,>=7 godina,2,"muško, oženjen/udovac",nema,2,poseduje nekretninu,30,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,21,kašnjenje sa uplatama,automobil (nov),2353,<100 DM,1<= < 4 godina,1,"muško, razveden",nema,4,ulaganje u nekretnine/životno osiguranje,47,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,automobil (nov),3556,nema račun za štednju,1<= < 4 godina,3,"muško, neoženjen",nema,2,nema,29,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,2397,500 <= < 1000 DM,>=7 godina,3,"muško, neoženjen",nema,2,automobil ili drugo,35,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
0 <= <200 DM,6,drugi krediti plaćani na vreme,popravka,454,<100 DM,<=1 godina,3,"muško, oženjen/udovac",nema,1,ulaganje u nekretnine/životno osiguranje,22,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,30,drugi krediti plaćani na vreme,muzička tehnika/televizija,1715,nema račun za štednju,1<= < 4 godina,4,"žensko, udata/razvedena",nema,1,automobil ili drugo,26,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,27,kritičan račun,muzička tehnika/televizija,2520,500 <= < 1000 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,23,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,muzička tehnika/televizija,3568,<100 DM,>=7 godina,4,"žensko, udata/razvedena",nema,2,automobil ili drugo,54,banka,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,42,drugi krediti plaćani na vreme,muzička tehnika/televizija,7166,nema račun za štednju,4<= <7 godina,2,"muško, oženjen/udovac",nema,4,ulaganje u nekretnine/životno osiguranje,29,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,11,kritičan račun,automobil (nov),3939,<100 DM,1<= < 4 godina,1,"muško, neoženjen",nema,2,poseduje nekretninu,40,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
0 <= <200 DM,15,drugi krediti plaćani na vreme,popravka,1514,100 <= <500 DM,1<= < 4 godina,4,"muško, neoženjen",žirant,2,poseduje nekretninu,22,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,automobil (nov),7393,<100 DM,1<= < 4 godina,1,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,43,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
